Aphrika	Afrique
Lunp'u	Ellipse (mathématiques)
Ceará suyu	Ceará
Amapá suyu	Amapá
59 kñ	59 av. J.-C.
57 kñ	57 av. J.-C.
Pulpu	Octopoda
Ratata	Lave
Wanqhana	Levier (mécanique)
Hobart	Hobart
1810 watakuna	Années 1810
Akllanakuy	Élection
Manaus	Manaus
Porto Alegre	Porto Alegre
Miray	Multiplication
Ñukini	Nouvelle-Guinée
Atuqwan Allquwan (kuyuchisqa siq'isqa)	Rox et Rouky
Apustulkunap rurasqankuna	Actes des Apôtres
Taripay amachaq	Avocat (métier)
Samk'ay wasi	Prison
Sahara Arabya Dimukrata Republika	République arabe sahraouie démocratique
5 kñ	5 av. J.-C.
Kawsaykuq tantalli	Tissu biologique
23 kñ	23 av. J.-C.
Bahia suyu	Bahia
Buffalo (New York)	Buffalo (New York)
Joan Crawford	Joan Crawford
John Wayne	John Wayne
Q'illay takay	Forge (métallurgie)
Thirty Seconds to Mars	Thirty Seconds to Mars
Kumunista Maniphistu	Manifeste du Parti communiste
Édouard Manet	Édouard Manet
Rumiyasqa	Fossile
Dilma Rousseff	Dilma Rousseff
Pierre (South Dakota)	Pierre (Dakota du Sud)
Qichuy	Soustraction
Muru	Graine
65 kñ	65 av. J.-C.
Aqri suyu	Acre (Brésil)
Runa kuchuy	Chirurgie
29 kñ	29 av. J.-C.
Tampere	Tampere
Chakana	Croix
Ruturina	Paire de ciseaux
Edward Jenner	Edward Jenner
Allpa wapsi	Gaz naturel
Pachar	Marbre
Miyu	Poison
53 kñ	53 av. J.-C.
90 kñ	90 av. J.-C.
Q'icha	Diarrhée
Carson City (Nevada)	Carson City
Alagoas suyu	Alagoas
Dumbo	Dumbo (film, 1941)
Werner Heisenberg	Werner Heisenberg
Virginia Woolf	Virginia Woolf
Frank Sinatra	Frank Sinatra
7 kñ	7 av. J.-C.
9 kñ	9 av. J.-C.
Ispa	Urine
1850 watakuna	Années 1850
María Eva Duarte	Eva Perón
Pernambuco suyu	Pernambouc (État)
Daniel Defoe	Daniel Defoe
Anhui pruwinsya	Anhui
32 kñ	32 av. J.-C.
91 kñ	91 av. J.-C.
Orangutan	Orang-outan
Mat'i	Front (anatomie)
Topeka (Kansas)	Topeka
Salmukuna	Livre des Psaumes
Mungul suyu ukhupi	Mongolie-Intérieure
Wanthi unquy	Syphilis
Raleigh (North Carolina)	Raleigh
Sulla	Rosée
Waq'akay	Schizophrénie
Santa Catarina suyu	Santa Catarina
84 kñ	84 av. J.-C.
48 kñ	48 av. J.-C.
Táchira suyu	État de Táchira
26 kñ	26 av. J.-C.
Apure suyu	État d'Apure
70 kñ	70 av. J.-C.
55 kñ	55 av. J.-C.
11 kñ	11 av. J.-C.
Cortina d'Ampezzo	Cortina d'Ampezzo
Puytu	Losange
Wasichay	Bâtiment (construction)
Alaymuska rumi	Granite
Hailé Selassié I	Haïlé Sélassié Ier
Q'illay kañina	Pièce de monnaie
San Juan (Burinkin)	San Juan (Porto Rico)
69 kñ	69 av. J.-C.
16 kñ	16 av. J.-C.
Emilio Butragueño	Emilio Butragueño
35 kñ	35 av. J.-C.
13 kñ	13 av. J.-C.
Andriy Shevchenko	Andreï Chevtchenko
Bydgoszcz	Bydgoszcz
Heinrich Hertz	Heinrich Rudolf Hertz
Nottingham	Nottingham
Henri Becquerel	Henri Becquerel
John Dalton	John Dalton
Riwista	Magazine
Franz Liszt	Franz Liszt
Bobby Fischer	Bobby Fischer
17 kñ	17 av. J.-C.
Linz	Linz (Autriche)
67 kñ	67 av. J.-C.
88 kñ	88 av. J.-C.
96 kñ	96 av. J.-C.
54 kñ	54 av. J.-C.
87 kñ	87 av. J.-C.
Mama aqha	Vinaigre
24 kñ	24 av. J.-C.
77 kñ	77 av. J.-C.
José Luis Rodríguez Zapatero	José Luis Rodríguez Zapatero
Federico García Lorca	Federico García Lorca
Chupi	Soupe
Borussia Dortmund	BV 09 Borussia Dortmund
Michael Jordan	Michael Jordan
Rio de Janeiro suyu	État de Rio de Janeiro
Uquti unquy	Pathologie hémorroïdaire
Taripay suntur	Tribunal
Moysespa kimsa ñiqin qillqasqan	Lévitique
Saphi	Racine (botanique)
Yunka mut'uy	Dartrier
Stanford Yachay Suntur	Université Stanford
60 kñ	60 av. J.-C.
Frank Lampard	Frank Lampard
Miqu	Amidon
56 kñ	56 av. J.-C.
98 kñ	98 av. J.-C.
51 kñ	51 av. J.-C.
Wiru	Tuyau
Chuqur-chuqur	Gnaphalium
Rodospi Kolossos	Colosse de Rhodes
Nicolas Poussin	Nicolas Poussin
Jacques Offenbach	Jacques Offenbach
Pacha q'uñichiy	Effet de serre
Julia Gillard	Julia Gillard
Hamlet	Hamlet
Hua Guofeng	Hua Guofeng
Goiás suyu	Goiás
Świnoujście	Świnoujście
Kulantru	Coriandre
Sikuanalisis	Psychanalyse
K'awchisuyt'u	Soricidae
81 kñ	81 av. J.-C.
62 kñ	62 av. J.-C.
95 kñ	95 av. J.-C.
71 kñ	71 av. J.-C.
97 kñ	97 av. J.-C.
Hendrik Lorentz	Hendrik Lorentz
Fujian pruwinsya	Fujian
T'impuy	Ébullition
Emiliano Zapata	Emiliano Zapata
P'uchquy	Fermentation
Hunt'a rimay	Phrase
K'isura	Gramme
86 kñ	86 av. J.-C.
80 kñ	80 av. J.-C.
Llasaq yawar	Hypertension artérielle
Paul Newman	Paul Newman
Reims	Reims
74 kñ	74 av. J.-C.
64 kñ	64 av. J.-C.
99 kñ	99 av. J.-C.
76 kñ	76 av. J.-C.
79 kñ	79 av. J.-C.
61 kñ	61 av. J.-C.
Babilunpa warkhuq muyankuna	Jardins suspendus de Babylone
50 kñ	50 av. J.-C.
Pariwana	Phoenicopterus
Talkawanu	Talcahuano
Szombathely	Szombathely
Anwar Sadat	Anouar el-Sadate
Huwanpa Apokalipsisnin	Apocalypse
Paqu yachaq	Chamanisme
Gobi	Désert de Gobi
Kaqlla simi	Synonymie
Siki	Fesse
Kawitu	Lit (mobilier)
Umalliq ranti	Vice-président
82 kñ	82 av. J.-C.
Hainan pruwinsya	Haïnan
Much'aykusqayki Mariya	Je vous salue Marie
Caravaggio	Le Caravage
Ruray	Travail d'une force
149 kñ	149 av. J.-C.
101 kñ	101 av. J.-C.
Ichhuna	Faucille
K'uskiykuy	Recherche scientifique
Ninat'uru	Magma (géologie)
Arsi	Érable
Thansa	Arbrisseau
Ch'aqu	Argile
Piyu XI	Pie XI
Qaqa paluma	Pigeon biset
Millma	Laine
Purutu	Haricot
Chuqu	Cône (géométrie)
83 kñ	83 av. J.-C.
92 kñ	92 av. J.-C.
93 kñ	93 av. J.-C.
94 kñ	94 av. J.-C.
78 kñ	78 av. J.-C.
Maranhão suyu	Maranhão
Kakaw	Cacaoyer
Gansu pruwinsya	Gansu
Yuraq yawar kawsaykuq	Leucocyte
Evo Morales	Evo Morales
66 kñ	66 av. J.-C.
85 kñ	85 av. J.-C.
89 kñ	89 av. J.-C.
72 kñ	72 av. J.-C.
73 kñ	73 av. J.-C.
68 kñ	68 av. J.-C.
Anatole France	Anatole France
Sheffield	Sheffield
75 kñ	75 av. J.-C.
York	York
Rawrana	Combustible
Roraima suyu	Roraima
Uqi	Gris
Q'apachana	Épice
Thomas More	Thomas More
Llama	Lama (animal)
James Cameron	James Cameron
Kuchus	Coude
Frederic Mistral	Frédéric Mistral
Kura	Prêtre
Moysespa pichqa ñiqin qillqasqan	Deutéronome
Palistina kamachikuy	Autorité palestinienne
Saint-Étienne	Saint-Étienne
Piauí suyu	Piauí
Fernando Torres	Fernando Torres
Olympia (Washington)	Olympia (Washington)
Han runa	Han (ethnie)
Rita Hayworth	Rita Hayworth
Kawsay pacha	Biosphère
Johnny Cash	Johnny Cash
Audrey Hepburn	Audrey Hepburn
Manati	Lamantin
Belo Horizonte	Belo Horizonte
Sapra	Barbe
Nîmes	Nîmes
Le Havre	Le Havre
Mato Grosso suyu	Mato Grosso
Griguryu I	Grégoire Ier
Long Thanh antanka pampa	Aéroport international de Long Thành
Nicolas Cage	Nicolas Cage
Climinti	Clément Ier
201 kñ	201 av. J.-C.
202 kñ	202 av. J.-C.
Truyanu maqanakuy	Guerre de Troie
Pirqa	Mur
Harbin	Harbin
Ivan Pavlov	Ivan Pavlov
Golda Meir	Golda Meir
1600 watakuna	Années 1600
Yatawaki	Orchestre
146 kñ	146 av. J.-C.
Sesto San Giovanni	Sesto San Giovanni
Cinisello Balsamo	Cinisello Balsamo
Qhisqa	Quartz (minéral)
Yawar ch'unqaq	Hirudinea
Waranqa	1 000 (nombre)
Ephesos Artemis manqus wasi	Temple d'Artémis à Éphèse
George Bush	George Bush
Yawar puka	Hémoglobine
Bambi	Bambi (film, 1942)
Ch'akiy	Sécheresse
Yana piminta	Poivrier noir
Puka umiña	Rubis
Allin qillqay	Orthographe
Moysespa tawa ñiqin qillqasqan	Livre des Nombres
Santu	Saint
Tiksi k'atacha	Particule élémentaire
Kevin Rudd	Kevin Rudd
Kusma qara	Lichen
Inkisisyun	Inquisition
Raphi q'umir	Chlorophylle
Ellen Johnson-Sirleaf	Ellen Johnson Sirleaf
Juanes	Juanes
110 kñ	110 av. J.-C.
Chaqna antawa	Camion
Yunnan pruwinsya	Yunnan
106 kñ	106 av. J.-C.
Tantanakuy	Organisation
Ch'uya Ispiritu suyu	Espírito Santo
Rondônia suyu	Rondônia
Wiru yura rikch'aq ayllu	Poaceae
Aleksandriya pharu	Phare d'Alexandrie
Ingrid Bergman	Ingrid Bergman
Rimana yapaq	Morphème
Sophia Loren	Sophia Loren
Chinchay Hatunmayu suyu	Rio Grande do Norte
Pachapanta	Horizon (physique)
Zulia suyu	État de Zulia
Barinas suyu	État de Barinas
Ñansa phaqcha	Chutes Victoria
Wayra micha	Énergie éolienne
200 kñ	200 av. J.-C.
Urin Mato Grosso suyu	Mato Grosso do Sul
Mijeil Saakashvili	Mikheil Saakachvili
Basaltu	Basalte
Harry Potter yachaqpa ruminwan	Harry Potter à l'école des sorciers
1700 watakuna	Années 1700
Plymouth	Plymouth (Angleterre)
Robert Boyle	Robert Boyle
Shandong pruwinsya	Shandong
Richmond (Virginia)	Richmond (Virginie)
Esopus	Ésope
Gustave Flaubert	Gustave Flaubert
China uywa	Femelle
Pachakchaki	Chilopoda
Fortaleza (Ceará)	Fortaleza
Marq'a	Bras (segment de membre)
Angkor Wat	Angkor Vat
Derby	Derby (Angleterre)
Amedeo Avogadro	Amedeo Avogadro
Sallqa akllay	Sélection naturelle
Yaku hurquna	Puits à eau
Waman	Faucon
Desiderius Erasmus	Érasme
Wayakil	Guayaquil
Inuhu	Fenouil commun
Q'umir umiña	Émeraude
Piñi	Cristal
Muyuriq pacha	Environnement
Q'inti	Trochilidae
Chankaku	Chaussette
Thomas Müller	Thomas Müller (football)
Philipp Lahm	Philipp Lahm
Henan pruwinsya	Henan
Tocantins suyu	Tocantins
Piyu IX	Pie IX
Liyun XII	Léon XII
Andrés Iniesta	Andrés Iniesta
Griguryu XVI	Grégoire XVI
Piyu X	Pie X
Gerd Müller	Gerd Müller
Aytipi pacha kuyuy (2010)	Séisme de 2010 à Haïti
Sergipe suyu	Sergipe
Pupu	Nombril
Arjen Robben	Arjen Robben
Eduard Buchner	Eduard Buchner
Salem (Oregon)	Salem (Oregon)
Liyun XIII	Léon XIII
Liaoning pruwinsya	Liaoning
Judas Tadeu	Jude (apôtre)
Liyun I	Léon Ier (pape)
1740 watakuna	Années 1740
Pisqu chhulli	Grippe aviaire
264 kñ	264 av. J.-C.
185 kñ	185 av. J.-C.
Bixente Lizarazu	Bixente Lizarazu
169 kñ	169 av. J.-C.
Domingo de Guzmán	Dominique de Guzmán
119 kñ	119 av. J.-C.
195 kñ	195 av. J.-C.
115 kñ	115 av. J.-C.
120 kñ	120 av. J.-C.
Sirwila	Prunier
1500 watakuna	Années 1500
Toulon	Toulon
Kuyuchina	Moteur
156 kñ	156 av. J.-C.
129 kñ	129 av. J.-C.
Sepp Maier	Sepp Maier
Resistencia (Chaku)	Resistencia
Rawson	Rawson
Córdoba (Arhintina)	Córdoba (Argentine)
Corrientes	Corrientes (ville)
Paraná (Entre Ríos)	Paraná (Argentine)
Formosa (Arhintina)	Formosa (ville)
Santa Rosa (Arhintina)	Santa Rosa (Argentine)
San Salvador de Jujuy	San Salvador de Jujuy
104 kñ	104 av. J.-C.
Killa unquy	Éclipse lunaire
La Rioja llaqta	La Rioja (Argentine)
Mendoza	Mendoza (ville)
Neuquén	Neuquén (ville)
San Luis (Arhintina)	San Luis (Argentine)
Santa Fe (Arhintina)	Santa Fe (Argentine)
139 kñ	139 av. J.-C.
Santiago del Estero	Santiago del Estero (ville)
122 kñ	122 av. J.-C.
206 kñ	206 av. J.-C.
Ignacio de Loyola	Ignace de Loyola
Bastian Schweinsteiger	Bastian Schweinsteiger
Kuyuti	Coyote
Urqusapa Kharabaq	Haut-Karabagh
203 kñ	203 av. J.-C.
Günter Netzer	Günter Netzer
Uli Hoeneß	Uli Hoeness
102 kñ	102 av. J.-C.
Ronald Golias	Ronald Golias
Chaqallu yura rikch'aq ayllu	Fabaceae
Paul Breitner	Paul Breitner
Uwe Seeler	Uwe Seeler
Chuki	Lance
159 kñ	159 av. J.-C.
Kutana	Moulin
Qhuya	Industrie minière
141 kñ	141 av. J.-C.
Unquy mast'akuy	Épidémie
Leonardo Favio	Leonardo Favio
Manqus wasi	Temple
183 kñ	183 av. J.-C.
Charleston (West Virginia)	Charleston (Virginie-Occidentale)
Titanic (1997 kuyu walltay)	Titanic (film, 1997)
Nobel Suñay Chaqllisinchipi	Prix Nobel de chimie
Manchakuy	Peur
Kichka qarayuq	Echinodermata
1820 watakuna	Années 1820
241 kñ	241 av. J.-C.
Wolfgang Overath	Wolfgang Overath
209 kñ	209 av. J.-C.
210 kñ	210 av. J.-C.
Amarumayu suyu (Kulumbya)	Amazonas (Colombie)
Hawaqlla muru unquy	Varicelle
103 kñ	103 av. J.-C.
Francisco Pizarro	Francisco Pizarro
Buenos Aires wamani	Province de Buenos Aires
Qhatamarka wamani	Province de Catamarca
Chaku wamani	Province du Chaco
Corrientes wamani	Province de Corrientes
Córdoba wamani	Province de Córdoba (Argentine)
Formosa wamani	Province de Formosa
Entre Ríos wamani	Province d'Entre Ríos
Jujuy wamani	Province de Jujuy
145 kñ	145 av. J.-C.
142 kñ	142 av. J.-C.
Wamp'urani	Port
Murira	Mûrier
La Pampa wamani	Province de La Pampa
La Rioja wamani	Province de La Rioja (Argentine)
Mendoza wamani	Province de Mendoza
Misiones wamani	Province de Misiones
Neuquén wamani	Province de Neuquén
Río Negro wamani	Province de Río Negro
Salta wamani	Province de Salta
San Juan wamani	Province de San Juan
San Luis wamani	Province de San Luis
Haji Mohamed Suharto	Soeharto
Santa Krus wamani	Province de Santa Cruz
Santa Fe wamani	Province de Santa Fe
Santiago del Estero wamani	Santiago del Estero (province)
Tukuman wamani	Province de Tucumán
109 kñ	109 av. J.-C.
Ninasuyu wamani	Terre de Feu, Antarctique et Îles de l'Atlantique Sud
215 kñ	215 av. J.-C.
148 kñ	148 av. J.-C.
1770 watakuna	Années 1770
Jürgen Grabowski	Jürgen Grabowski
Chubut wamani	Province de Chubut
121 kñ	121 av. J.-C.
189 kñ	189 av. J.-C.
179 kñ	179 av. J.-C.
186 kñ	186 av. J.-C.
Wayrukuna	Dé
Linu	Lin cultivé
190 kñ	190 av. J.-C.
152 kñ	152 av. J.-C.
168 kñ	168 av. J.-C.
Simintu	Ciment
Świętochłowice	Świętochłowice
Wamp'u runa	Marin (profession)
Jilin pruwinsya	Jilin
235 kñ	235 av. J.-C.
Alikarnassospi Maussollospa aya wasin	Mausolée d'Halicarnasse
222 kñ	222 av. J.-C.
Wamink'a maqay	Coup d'État
236 kñ	236 av. J.-C.
237 kñ	237 av. J.-C.
238 kñ	238 av. J.-C.
Coimbra	Coimbra
239 kñ	239 av. J.-C.
Qunchu	Levure
233 kñ	233 av. J.-C.
231 kñ	231 av. J.-C.
177 kñ	177 av. J.-C.
229 kñ	229 av. J.-C.
171 kñ	171 av. J.-C.
225 kñ	225 av. J.-C.
133 kñ	133 av. J.-C.
226 kñ	226 av. J.-C.
137 kñ	137 av. J.-C.
223 kñ	223 av. J.-C.
184 kñ	184 av. J.-C.
144 kñ	144 av. J.-C.
147 kñ	147 av. J.-C.
Amaru	Boidae
Napaykuy	Salutation
232 kñ	232 av. J.-C.
K'apra	Céramique
Ruud van Nistelrooy	Ruud van Nistelrooy
151 kñ	151 av. J.-C.
200 watakuna kñ	Années 200 av. J.-C.
112 kñ	112 av. J.-C.
Kalistu	Eucalyptus
250 watakuna kñ	Années 250 av. J.-C.
290 watakuna kñ	Années 290 av. J.-C.
Muyu-muyu	Phalarope de Wilson
Q'upa	Déchet
280 watakuna kñ	Années 280 av. J.-C.
Charlottep Llikan	La Toile de Charlotte
Hunan pruwinsya	Hunan
Wañusqa rimay	Langue morte
Pécs	Pécs
230 watakuna kñ	Années 230 av. J.-C.
Kim Dae-jung	Kim Dae-jung
Qinghai pruwinsya	Qinghai
197 kñ	197 av. J.-C.
207 kñ	207 av. J.-C.
Isabel I	Isabelle la Catholique
105 kñ	105 av. J.-C.
188 kñ	188 av. J.-C.
180 kñ	180 av. J.-C.
Thierry Henry	Thierry Henry
131 kñ	131 av. J.-C.
Maya	Mayas
Wach'i	Flèche (arme)
Kawsaykuq yawri	Organite
Han-P'ut' rimaykuna	Langues sino-tibétaines
1680 watakuna	Années 1680
1610 watakuna	Années 1610
Clive Dunn	Clive Dunn
191 kñ	191 av. J.-C.
Liwri	Lièvre
Felix Mendelssohn	Felix Mendelssohn
Uyq'ur runa	Ouïghours
275 kñ	275 av. J.-C.
212 kñ	212 av. J.-C.
Mamallaqta parki	Parc national
199 kñ	199 av. J.-C.
Olimpyapi Zeus wank'a	Statue chryséléphantine de Zeus à Olympie
1510 watakuna	Années 1510
196 kñ	196 av. J.-C.
187 kñ	187 av. J.-C.
198 kñ	198 av. J.-C.
192 kñ	192 av. J.-C.
Waysallpu yura rikch'aq ayllu	Rosaceae
Putuq	Trapèze
T'iwka	Arc (arme)
193 kñ	193 av. J.-C.
194 kñ	194 av. J.-C.
205 kñ	205 av. J.-C.
155 kñ	155 av. J.-C.
176 kñ	176 av. J.-C.
Patrick Vieira	Patrick Vieira
181 kñ	181 av. J.-C.
Edgar Degas	Edgar Degas
Ruqyay musyana	Microphone
Sonora suyu	Sonora
Waraniyi runa	Guaraní
Guanajuato suyu	État de Guanajuato
Juan Sebastián Verón	Juan Sebastián Verón
Baja California Sur suyu	Basse-Californie du Sud
167 kñ	167 av. J.-C.
166 kñ	166 av. J.-C.
174 kñ	174 av. J.-C.
165 kñ	165 av. J.-C.
Lacuna Coil	Lacuna Coil
208 kñ	208 av. J.-C.
160 kñ	160 av. J.-C.
161 kñ	161 av. J.-C.
164 kñ	164 av. J.-C.
182 kñ	182 av. J.-C.
173 kñ	173 av. J.-C.
172 kñ	172 av. J.-C.
178 kñ	178 av. J.-C.
175 kñ	175 av. J.-C.
Octavio Paz	Octavio Paz
Hap'iqay	Compréhension
Sendai	Sendai
Harry Potter nina q'iruwan	Harry Potter et la Coupe de feu
Harry Potter wañuypa chiqanyankunawan	Harry Potter et les Reliques de la Mort
Wangari Maathai	Wangari Muta Maathai
Walla	Chaîne de montagnes
Siwi	Bague
Hubei pruwinsya	Hubei
Harry Potter khuska yawar awkiwan	Harry Potter et le Prince de sang-mêlé
Zlatan Ibrahimović	Zlatan Ibrahimović
154 kñ	154 av. J.-C.
Shanxi pruwinsya	Shanxi
Piluta Hayt'ay Pachantin Kupa 1982	Coupe du monde de football de 1982
Piluta Hayt'ay Pachantin Kupa 1986	Coupe du monde de football de 1986
Alcalá de Henares	Alcalá de Henares
Piluta Hayt'ay Pachantin Kupa 1978	Coupe du monde de football de 1978
132 kñ	132 av. J.-C.
170 kñ	170 av. J.-C.
157 kñ	157 av. J.-C.
111 kñ	111 av. J.-C.
114 kñ	114 av. J.-C.
220 kñ	220 av. J.-C.
163 kñ	163 av. J.-C.
162 kñ	162 av. J.-C.
280 kñ	280 av. J.-C.
134 kñ	134 av. J.-C.
Espoo	Espoo
K'aklla	Joue
Oulu	Oulu
Imasmari	Énigme (réflexion)
P'aqu	Brun (couleur)
Yuquspa allquchay	Viol
Guizhou pruwinsya	Guizhou
Apay p'uruña	Seau
Atakama	Désert d'Atacama
Linus (Tayta Papa)	Lin (pape)
Nobel Suñay Musikupi	Prix de la Banque de Suède en sciences économiques en mémoire d'Alfred Nobel
218 kñ	218 av. J.-C.
118 kñ	118 av. J.-C.
138 kñ	138 av. J.-C.
135 kñ	135 av. J.-C.
128 kñ	128 av. J.-C.
270 kñ	270 av. J.-C.
Harry Potter pakasqa ukhuwan	Harry Potter et la Chambre des secrets
Wata hunt'ay	Anniversaire
Kuru	Ver
Schio llaqta	Schio
Kuskan ismuykuy mit'a	Demi-vie
Kawallu awqaq	Cavalerie
Ch'illik'utu	Gryllidae
287 kñ	287 av. J.-C.
216 kñ	216 av. J.-C.
300 kñ	300 av. J.-C.
Marie Antoinette	Marie-Antoinette d'Autriche
P'anqa kañina	Billet de banque
158 kñ	158 av. J.-C.
127 kñ	127 av. J.-C.
117 kñ	117 av. J.-C.
153 kñ	153 av. J.-C.
125 kñ	125 av. J.-C.
108 kñ	108 av. J.-C.
Aix-en-Provence	Aix-en-Provence
124 kñ	124 av. J.-C.
Paul Dirac	Paul Dirac
Mama aqha p'uchqu	Acide acétique
Pierre Littbarski	Pierre Littbarski
Zico	Zico
Kim Hwang-sik	Kim Hwang-sik
221 kñ	221 av. J.-C.
Tiziano	Titien
Tupu	Unité de mesure
Belém	Belém
Harry Potter Askabanmanta ayqiq samk'asqawan	Harry Potter et le Prisonnier d'Azkaban
Sansa k'anchana	Lampe à incandescence classique
230 kñ	230 av. J.-C.
295 kñ	295 av. J.-C.
276 kñ	276 av. J.-C.
204 kñ	204 av. J.-C.
288 kñ	288 av. J.-C.
Amerigo Vespucci	Amerigo Vespucci
Josuap qillqasqan	Livre de Josué
Kaphiy yura	Coffea arabica
Kalahari	Désert du Kalahari
Achi Tayta (kuyu walltay)	Le Parrain (film)
Piluta Hayt'ay Pachantin Kupa 2002	Coupe du monde de football de 2002
Gary Lineker	Gary Lineker
Naoto Kan	Naoto Kan
Pratibha Patil	Pratibha Patil
Khirkinchu	Dasypodidae
Green Day	Green Day
Robbie Williams	Robbie Williams
339	339
340	340
Nijmegen	Nimègue
Surq'an phiru unquy	Cancer du poumon
354	354
356	356
358	358
361	361
363	363
364	364
Shaanxi pruwinsya	Shaanxi
368	368
369	369
370	370
371	371
Plantilla:Commonscat	Modèle:Commonscat
376	376
377	377
378	378
1780 watakuna	Années 1780
383	383
384	384
Inlatirra suyup riqyunkuna	Régions d'Angleterre
388	388
389	389
390	390
391	391
392	392
1730 watakuna	Années 1730
393	393
394	394
395	395
396	396
397	397
Ñutqu p'istuq llika unquy	Méningite
398	398
399	399
1540 watakuna	Années 1540
Bedřich Smetana	Bedřich Smetana
297 kñ	297 av. J.-C.
Romanukunapaq qillqa	Épître aux Romains
293 kñ	293 av. J.-C.
Mamallaqtapura Huñu Sallqa Pachata Sallqapi Kaqkunata Amachanapaq	Union internationale pour la conservation de la nature
Medellín	Medellín
Yachay munaq	Étudiant
Kipa	Chophar
Martin Heidegger	Martin Heidegger
Kōbe	Kobe
Recife	Recife
Magallanes k'ikllu	Détroit de Magellan
Phiruru	Poulie
285 kñ	285 av. J.-C.
Aya	Cadavre
Piluta Hayt'ay Pachantin Kupa 1930	Coupe du monde de football de 1930
1750 watakuna	Années 1750
1580 watakuna	Années 1580
1590 watakuna	Années 1590
Ch'antakuq rimay	Langue synthétique
Ignacio Merino	Ignacio Merino
Didier Drogba	Didier Drogba
Linus Pauling	Linus Pauling
Q'aytu	Fil textile
Willakuy	Nouvelle
Yale Yachay Suntur	Université Yale
279	279
440	440
517	517
572	572
Awstrunisyu rimaykuna	Langues austronésiennes
Saint Petersburg	St. Petersburg
Liyun X	Léon X
Virginia Beach (Virginia)	Virginia Beach
Oscar Arias	Óscar Arias Sánchez
Chullunku pacha	Glaciation
Karu puriy	Tourisme
Pulla	Allium
Putura	Liège (matériau)
Jean de La Fontaine	Jean de La Fontaine
2026	2026
2025	2025
2024	2024
2023	2023
2022	2022
2021	2021
Loch Ness	Loch Ness
Llamk'ay sayachi	Grève
Chaski	Poste
2041	2041
2042	2042
2043	2043
2044	2044
2045	2045
2046	2046
2047	2047
2048	2048
2049	2049
2050	2050
2051	2051
2052	2052
2053	2053
2054	2054
2055	2055
2056	2056
2057	2057
2058	2058
2059	2059
Giulio Andreotti	Giulio Andreotti
Truyanu Kawallu	Cheval de Troie
Manchester City FC	Manchester City Football Club
Muksi	Oxyde
Wu Yi	Wu Yi
John Atta Mills	John Atta-Mills
Piqa	Pica (Chili)
Cali	Cali
Pereira	Pereira (Colombie)
John Ford (kullu walltay)	John Ford
John Howard	John Howard (homme politique)
Gniezno	Gniezno
Frank Capra	Frank Capra
William Wyler	William Wyler
John Huston	John Huston
Joseph L. Mankiewicz	Joseph L. Mankiewicz
Providencia (Chili)	Providencia (Chili)
Puente Alto	Puente Alto
Puerto Varas	Puerto Varas
Punta Arenas	Punta Arenas
Philipiyuqkunapaq qillqa	Épître aux Philippiens
Iñini	Symbole des apôtres
Takikunap takin	Cantique des Cantiques
Malyakhiyap qillqasqan	Livre de Malachie
Maskoki	Creeks
Awya Yala rimaykuna	Langues amérindiennes
Werder Bremen	Werder Brême
Evola virusmanta unquyqa	Maladie à virus Ebola
Middelburg (Zeeland)	Middelbourg
Kawsay allpa saywachi	Biogéographie
Sheikh Hasina	Sheikh Hasina
Plantilla:T'inkisqa	Modèle:Infobox Chimie
Plantilla:Taxobox	Modèle:Taxobox
Rosario (Arhintina)	Rosario
Abebe Bikila	Abebe Bikila
Mar del Plata	Mar del Plata
Jesse Owens	Jesse Owens
Javier Zanetti	Javier Zanetti
Fredrik Reinfeldt	Fredrik Reinfeldt
Louis Gerhard De Geer	Louis De Geer (1818-1896)
Roberto Rossellini	Roberto Rossellini
Bernardo Bertolucci	Bernardo Bertolucci
Saltillo	Saltillo
Coahuila suyu	Coahuila
Bisiklita yallinakuy	Cyclisme
Werner Faymann	Werner Faymann
Kiswar yura rikch'aq ayllu	Scrophulariaceae
Muña yura rikch'aq ayllu	Lamiaceae
Liryu yura rikch'aq ayllu	Liliaceae
K'ayra	Anoures
Wata-wata	Caudata
Olof Palme	Olof Palme
Ingvar Carlsson	Ingvar Carlsson
Chullu walli	Harpie féroce
Q'ispi rumi	Obsidienne
Katiguriya:Qhapaq	Catégorie:Roi
Sami Khedira	Sami Khedira
Ska	Ska
Tumay aranwa	Amphithéâtre romain
