Afrika	Afrique
Lys van kardinale aangestel deur Pous Pius IX	Liste des cardinaux créés par Pie IX
Hiroshi Katayama	Hiroshi Katayama
Hopetown	Hopetown
Aperture (programmatuur)	Aperture (logiciel)
Fynstert-sambokhaai	Requin-renard commun
Luena	Luena (Angola)
Kaap Adare	Cap Adare
Hamadriade	Hamadryades
Elland Road	Elland Road
Black Leopards	Black Leopards Football Club
King Power-stadion	King Power Stadium
Opposisieleier	Chef de l'opposition
HMS Royal Oak	HMS Royal Oak (08)
Lyfskilder	Peinture corporelle
Deïsme	Déisme
Dogma	Dogme
Teïsme	Théisme
Lucapa	Lucapa
Anserinae	Anserinae
Slawiese draak	Zmeï
Malanje	Malanje
Valles Marineris	Valles Marineris
Laat Tydperk van Antieke Egipte	Basse époque égyptienne
Hells Angels	Hells Angels
Gale (krater)	Gale (cratère martien)
Aptium	Aptien
Things Fall Apart	Le monde s'effondre
Nagklub	Boîte de nuit
Liberale Party (Verenigde Koninkryk)	Parti libéral (Royaume-Uni)
Wallabies	Équipe d'Australie de rugby à XV
Kwark (suiwelproduk)	Caillé
Volkswagen New Beetle	Volkswagen New Beetle
Manica (provinsie)	Province de Manica
Nampula (provinsie)	Province de Nampula
Milad-toring	Borj-e Milad
Niassa	Province de Niassa
Sofala	Province de Sofala
Zambezia	Province de Zambézie
Groenmamba	Dendroaspis angusticeps
Newbery-medalje	Médaille Newbery
Lateriet	Latérite
Magnuseffek	Effet Magnus
ICDL	Passeport de compétences informatique européen
El Corte Inglés	El Corte Inglés
Klipspringer	Oréotrague
Carrie	Carrie (roman)
Waterbok	Kobus ellipsiprymnus
Waarskynlikheidsruimte	Espace probabilisé
Invictus	Invictus (poème)
Basring	Annélation
Kruisteken	Signe de croix
Chromatied	Chromatide
Rugby, Engeland	Rugby (Angleterre)
Wostok-ruimteprogram	Programme Vostok
Electronic Frontier Foundation	Electronic Frontier Foundation
Nüsttal	Nüsttal
Psigopatologie	Psychopathologie
Elektriese lokomotief	Locomotive électrique
Skeurtandhaai	Carcharias taurus
Hafiz	Hafiz (islam)
Characidae	Characidae
Community of Christ	Communauté du Christ
Carmel-by-the-Sea	Carmel-by-the-Sea
Woordlengte	Mot (informatique)
Hetman	Hetman
Ruben	Ruben (Bible)
BHP Billiton	BHP Billiton
Vla	Costarde
Montoe	Montou
Montréal, Yonne	Montréal (Yonne)
Viva la vida	Viva la Vida (chanson)
Hiperon	Hypéron
Sentrifugale pomp	Pompe centrifuge
Arbeider en Kolchoswerkster	L'Ouvrier et la Kolkhozienne
Rainbow Warrior	Rainbow Warrior I
Mordwiense tale	Langues mordves
Gravis-aksentteken	Accent grave
Rösti	Rösti
Werkvloei	Workflow
Akela (genus)	Akela (genre)
JSE	Bourse de Johannesburg
Makron	Macron
Friedrichsdorf	Friedrichsdorf
Alopiidae	Requin-renard
Groottroupant	Rollier varié
Coney Island	Coney Island
Kasteel van Puivert	Château de Puivert
Mooigussie	Chaetodon guttatissimus
Puck	Puck (Pologne)
Stoffel Botha	Stoffel Botha
Sharp PC-1211	Sharp PC-1211
Derick Hougaard	Derick Hougaard
Era (geologie)	Ère
Galaktiese halo	Halo galactique
Henry IV, Part 1	Henri IV (Shakespeare)
Madagaskarkoekoek	Coucou de Madagascar
ArcelorMittal Orbit	Tour Orbit
TRIZ	TRIZ
Spizocorys	Spizocorys
Rooiwangparkiet	Inséparable rosegorge
Schwalbach am Taunus	Schwalbach am Taunus
Grieks-Ortodokse Patriargaat van Jerusalem	Patriarcat orthodoxe de Jérusalem
Hungryalisme	Hungry generation
Wyehoeklens	Objectif grand angle
Karyes	Karyès
Nakhon Ratchasima	Nakhon Ratchasima
Grimbergen	Grimbergen
Jobbik	Mouvement pour une meilleure Hongrie
Hormozgan	Hormozgan
Aspendos	Aspendos
Juraj Dobrila-Universiteit van Pula	Université Juraj Dobrila de Pula
Arve	Arve
Hettangium	Hettangien
Pensstreep-tuna	Katsuwonus pelamis
Koringland met Kraaie	Champ de blé aux corbeaux
Leiognathidae	Leiognathidae
Eupodotis	Eupodotis
Kabinet van Jacob Zuma, Mei 2014	Gouvernement Zuma
Kenema	Kenema
Saurimo	Saurimo
Ondjiva	Ondjiva
Hominidae	Hominidae
Berg Afadjato	Mont Afadjato
Nobuo Kawakami	Nobuo Kawakami
Thomas Cullinan	Thomas Cullinan (diamantaire)
Saamslaap by ouers	Co-dodo
Moira Lister	Moira Lister
Junji Kawano	Junji Kawano
Mufulira	Mufulira
Nuweland	Newlands (Afrique du Sud)
Helmond Sport	Helmond Sport
Procellaria	Procellaria
Spaanse verowering van die Inka-ryk	Conquête de l'empire inca
Nissan Altima	Nissan Altima
Gliese 667 Cc	Gliese 667 Cc
Somerpaleis	Palais d'Été (Saint-Pétersbourg)
Montego Bay	Montego Bay
Ephippidae	Ephippidae
Acrocephalus (voël)	Acrocephalus
Neder-Navarra	Basse-Navarre
Chimoio	Chimoio
Bitexco Financial Tower	Tour financière Bitexco
Wawel-katedraal	Cathédrale du Wawel
Tassimo	Tassimo
Texaanse Onafhanklikheidsoorlog	Révolution texane
Pretty Persuasion	Pretty Persuasion
Michel-Gabriel Paccard	Michel Paccard
Kenya Airways	Kenya Airways
Piet-my-vrou	Coucou solitaire
Swartberg	Swartberg
57ste Golden Globe-toekenningsaand	57e cérémonie des Golden Globes
VfB Germania Halberstadt	VfB Germania Halberstadt
The Whitest Boy Alive	The Whitest Boy Alive
We Butter The Bread With Butter	We Butter The Bread With Butter
Bashkirium	Bashkirien
Dunning-Kruger-effek	Effet Dunning-Kruger
VfB Marburg	VfB 1905 Marbourg
Tsumeb	Tsumeb
SV Arminia Hannover	SV Arminia Hanovre
VfR Neumünster	VfR Neumünster
Lys van nedersettings in Hesse	Liste des communes de Hesse
Midrand	Midrand
SV Sandhausen	SV Sandhausen
OSC Bremerhaven	OSC Bremerhaven
Tennis Borussia Berlin	Tennis Borussia Berlin
Eintracht Wetzlar	SG Eintracht Wetzlar
Spandauer SV	Spandauer SV
Kanadadag	Fête du Canada
Hurricanes (Superrugbyspan)	Hurricanes
Omid	Omid (satellite)
Glansende erdslangetjie	Leptotyphlops scutifrons
Voorst, Oude IJsselstreek	Voorst (Oude IJsselstreek)
Desjima	Dejima
Bloupenspapegaai	Perroquet de Rüppell
Oog (meteorologie)	Œil (cyclone)
Rosa centifolia	Rosa ×centifolia
Kabinet	Cabinet (gouvernement)
Apostoliese Kerke	Église apostolique
Bergskilpad	Tortue léopard
Telefoonseks	Téléphone rose
Bledisloebeker	Bledisloe Cup
Goue Vierkant	Carré d'or
Rhodos (mitologie)	Rhodé
Rooikopvink	Amadine à tête rouge
Arena Pantanal	Arena Pantanal
Mopanie	Mopane
Arena da Amazônia	Arena da Amazônia
Leviraatshuwelik	Lévirat
Apalis	Apalis
Paralimpiese Winterspele 2010	Jeux paralympiques d'hiver de 2010
Historiese Ensiklopedie van Switserland	Dictionnaire historique de la Suisse
Sisuralium	Cisuralien
17de Dinastie van Egipte	XVIIe dynastie égyptienne
Masjona	Shonas
Plotosidae	Plotosidae
The Wallflowers	The Wallflowers
Tatsuya Shiji	Tatsuya Shiji
Suncorpstadion	Suncorp Stadium
Gras	Pelouse
Skaapvleis	Viande d'agneau
Waas	Brume sèche
Aboe Dhabi Internasionale Lughawe	Aéroport international d'Abou Dabi
Fraport	Fraport
Nissan Skyline	Nissan Skyline
Old Firm	Old Firm
Transall C-160	C-160 Transall
Streepmuis	Rhabdomys pumilio
Pypbom	Bombe tuyau
Krugersdorp	Krugersdorp
Interaktiewe sterrestelsel	Galaxie en interaction
Mongu	Mongu
Coniakium	Coniacien
N'djili-lughawe	Aéroport international de Ndjili
The Last Temptation of Christ (rolprent)	La Dernière Tentation du Christ (film)
Era (musiekprojek)	Era (groupe)
Hiade	Hyades (mythologie)
Koningklipvis	Abadèche du Cap
Bethulie	Bethulie
Argentynse nasionale rugbyspan	Équipe d'Argentine de rugby à XV
Beerschot AC	K Beerschot Antwerpen Club
Consumer Electronics Show	Consumer Electronics Show
Waardeketting	Chaîne de valeur
Woking	Woking (Surrey)
Argentyns-Antarktika	Antarctique argentine
Frans-Nederlandse Oorlog	Guerre de Hollande
Wubi	Wubi (Ubuntu)
Prostaatmassering	Massage de la prostate
Puebla FC	CF Puebla
Blauer Portugieser	Portugais bleu
Aldershot	Aldershot
Centrarchidae	Centrarchidae
Broeiparasiet	Parasitisme de couvée
Sporofiet	Sporophyte
Viséum	Viséen
FIFA Sokker-Konfederasiebeker in 2003	Coupe des confédérations 2003
Doelbal	Goalball
Sinkoksied	Peroxyde de zinc
The Gods Must Be Crazy	Les dieux sont tombés sur la tête
SV Eintracht Trier	SV Eintracht Trèves 1905
Rhinoptilus	Rhinoptilus
SC Veendam	SC Veendam
Gresham se Wet	Loi de Gresham
Grootfregatvoël	Frégate du Pacifique
Tecnológico de Antioquia	Tecnológico de Antioquia
Algemeen Nederlands Verbond	Algemeen-Nederlands Verbond
Kawango's	Kavangos
Rüppellaasvoël	Vautour de Rüppell
Erongo	Erongo
Lophotis	Lophotis
Kent (musiekgroep)	Kent (groupe)
CAC 40	CAC 40
Central News Agency-prys vir Letterkunde	Central News Agency Literary Award
Rooikeelbyvreter	Guêpier à front blanc
Grootgrysmuishond	Herpestes ichneumon
Final Cut Studio	Final Cut Studio
Hotel Astoria (Brussel)	Hôtel Astoria (Bruxelles)
Sonbrand	Coup de soleil
Seychellewewer	Foudi des Seychelles
Izjitsa	Ѵ
Gruinard-eiland	Île Gruinard
Živa	Siwa (mythologie)
Triberg-watervalle	Cascades de Triberg
Syngnathiformes	Syngnathiformes
Kakie	Kaki (couleur)
Givetium	Givétien
Eikel	Gland du pénis
Peristaltiese pomp	Pompe péristaltique
14de Dinastie van Egipte	XIVe dynastie égyptienne
Chanson de geste	Chanson de geste
Richard Bancroft	Richard Bancroft
Hat Yai	Hat Yai
Jupiter-massa	Masse jovienne
Achariaceae	Achariaceae
Grens Bulldogs	Border Bulldogs
Overpelt	Overpelt
Neerpelt	Neerpelt
Opglabbeek	Opglabbeek
Diepenbeek	Diepenbeek
Gingelom	Gingelom
Chileense Lugmag	Force aérienne chilienne
Alkmaionide	Alcméonides
Hamerkop	Ombrette africaine
Gryskopmeeu	Mouette à tête grise
Ekostad	Ville durable
Norddeutscher Lloyd	Norddeutscher Lloyd
Kolomenskoje	Kolomenskoïe
Phycidae	Phycidae
Nobuhiro Takeda	Nobuhiro Takeda
Groot-pikkewyne	Aptenodytes
Almere City FC	Almere City FC
Trevor Manuel	Trevor Manuel
Silikose	Silicose
Haatspraak	Discours de haine
Pyranometer	Pyranomètre
Slag van Trenton	Bataille de Trenton
Boomkoggelmander	Acanthocercus atricollis
Barbican Centre	Barbican Centre
Spaans-Amerika	Amérique hispanique
Micropterus	Micropterus
Tiger Moth	De Havilland DH.82 Tiger Moth
Provinsies van die Demokratiese Republiek van die Kongo	Provinces de la République démocratique du Congo
Sentraal-Afrikaanse Federasie	Fédération de Rhodésie et du Nyassaland
Slag van Cambrai	Bataille de Cambrai (1917)
Sterwind	Vent stellaire
Theo-Ben Gurirab	Theo-Ben Gurirab
Inkatha-Vryheidsparty	Parti Inkatha de la liberté
Held van die Russiese Federasie	Héros de la Fédération de Russie
Huis van Trencavel	Maison Trencavel
Paralimpiese Somerspele 1976	Jeux paralympiques d'été de 1976
Simbad	Simbad
Tauraco	Tauraco
Golden Gate Hoogland Nasionale Park	Parc national des Golden Gate Highlands
Shozo Tsugitani	Shozo Tsugitani
Juscelino Kubitschek brug	Pont Juscelino Kubitschek
Swartwit Essen	Schwarz-Weiss Essen
Nadsat	Nadsat
Kamdeboo Nasionale Park	Parc national de Camdeboo
Nimmersat	Tantale ibis
Spikkelarendrog	Raie léopard
Anglo-Afrikane	Anglo-sud-africain
Fort Zeelandia	Fort Zeelandia (Suriname)
Aan-aan	Jeu du loup
Topografiese Prominensie	Hauteur de culminance
Groot Aantrekker	Grand attracteur
Arulenus Rusticus	Quintus Iunius Arulenus Rusticus
Blenniidae	Blenniidae
Reinickendorfer Vosse	Reinickendorfer Füchse
Touba	Touba (Sénégal)
Sunday Times	The Sunday Times (Afrique du Sud)
Aurora, Oregon	Aurora (Oregon)
Cartagena, Colombia	Carthagène des Indes
Niemczyk	Niemczyk
Alseïde	Alséides
Loeries	Centropodinae
Natuurlike satelliete van kleinplanete	Lune astéroïdale
Kwêvoëls	Corythaixoides
Skuifspanning	Contrainte de cisaillement
Westendtoring	Westendtower
Soenie	Neotragus moschatus
Oryx	Oryx
Universiteit van Vilnius	Université de Vilnius
Paralimpiese Somerspele 1968	Jeux paralympiques d'été de 1968
Ariel	Ariel
Klassifikasie van dinosourusse	Dinosauria (classification phylogénétique)
Media-Saturn Holding	Media-Saturn-Holding
Revierderby	Derby de la Ruhr
Natuurlike verspreiding	Abondance naturelle
Dwergpalm	Chamaedorea elegans
Donker skaamooghaai	Haploblepharus pictus
Acanthopterygii	Acanthopterygii
Kikuzo Kisaka	Kikuzo Kisaka
Russiese Spoorweë	Compagnie des chemins de fer russes
Alpha Dog	Alpha Dog
Ko Arima	Ko Arima
Nikolaas Romanowitsj van Rusland	Nicolas Romanovitch de Russie
Goue Eeu	Siècle d'or néerlandais
Weymouth	Weymouth
Slijk-Ewijk	Slijk-Ewijk
Edelweiss Air	Edelweiss Air
Ariobarzanes II	Ariobarzane II de Cappadoce
Ariobarzanes III	Ariobarzane III de Cappadoce
Rundu	Rundu
26ste Dinastie van Egipte	XXVIe dynastie égyptienne
Klimvis	Periophthalmus
Poolster	Étoile polaire
Hadsund	Hadsund
Makkerrolprent	Buddy movie
Gewone mossie	Moineau mélanure
Berriasium	Berriasien
Party vir die Diere	Parti pour les animaux
Iztaccíhuatl	Ixtaccíhuatl
Karibiese gebied	Caraïbes
Chevrolet Lumina	Chevrolet Lumina
Albizia	Albizia
Tswanaland	Tswanaland
Gevlekte koekoek	Coucou geai
Hiberno-Engels	Anglais irlandais
FSV Salmrohr	FSV Salmrohr
SV Dessau 05	SV Dessau 05
VfB Lübeck	VfB Lübeck
Beyers Naudé	Beyers Naudé
Allgemeiner Deutscher Nachrichtendienst	Allgemeiner Deutscher Nachrichtendienst
Kaulsdorf	Berlin-Kaulsdorf
FSV Oggersheim	FSV Oggersheim
SpVgg Beiere Hof	SpVgg Bayern Hof
SC Verl	SC Verl
SC Pfullendorf	SC Pfullendorf
SC 04 Westfalia Herne	SC Westfalia Herne
Vulkaan-Eifel	Eifel volcanique
SC Borussia Fulda	Sport-Club Borussia 04 e.V. Fulda
William Kentridge	William Kentridge
VfB Speldorf	VfB Speldorf
Biesdorf	Berlin-Biesdorf
BFC Preussen	BFC Preussen
Augusta Treverorum	Augusta Treverorum
VfR Mannheim	VfR Mannheim
SMS Seydlitz	SMS Seydlitz
Treptower Park	Parc de Treptow
Samango-aap	Cercopithecus mitis
Hosea Kutako Internasionale Lughawe	Aéroport international Hosea Kutako de Windhoek
Intertekstualiteit	Intertextualité
Klapvliegtuig	Ornithoptère
Hughes H-4 Hercules	Hughes H-4 Hercules
Oslofjord	Oslofjord
Wynberg	Wynberg
Kaasburger	Cheeseburger
Mu Arae	Mu Arae
Blue Mountains	Montagnes Bleues (Australie)
Maquis bossieveld	Maquis (botanique)
Hepburn-stelsel	Méthode Hepburn
Visual Basic for Applications	Visual Basic for Applications
Lichinga	Lichinga
GroenLinks	Gauche verte (Pays-Bas)
Akona Ndungane	Akona Ndungane
Gitarama	Gitarama
Huis van Grimaldi	Famille Grimaldi
Lys van lande volgens onafhanklikheidsdatum	Liste de pays par date d'acquisition de la souveraineté
Ford Kuga	Ford Kuga
Duits-Kameroen	Kamerun
Medellín, Spanje	Medellín (Espagne)
Nasionale Katedraal van Washington	Cathédrale nationale de Washington
Bergklipwagter	Tarier bifascié
Selakant	Latimeria chalumnae
Saint-Ghislain	Saint-Ghislain
Swartriethaan	Râle à bec jaune
C. Louis Leipoldt	Louis Leipoldt
Loenochod-ruimteprogram	Programme Lunokhod
Bosbokrand Plaaslike Munisipaliteit	Bushbuckridge (municipalité)
Villa Diodati	Villa Diodati
Albena	Albena
Labourd	Labourd
Polsende straalmotor	Pulsoréacteur
Lorreins	Lorrain
Bastei	Bastei
ICD-10 Hoofstuk XI: Siektes van die spysverteringstelsel	CIM-10 Chapitre 11 : Maladies de l'appareil digestif
Republiek van Yucatán	République du Yucatán
Nectarinia	Nectarinia
Gladde fluitbek	Fistularia commersonii
Periode	Période
East Coast Main Line	East Coast Main Line
Blood Red Shoes	Blood Red Shoes
Dêmos	Dème (Athènes antique)
Southern Spears (Superrugbyspan)	Southern Spears
Bergwagter	Traquet montagnard
Katipunan	Katipunan
Soule	Soule (province)
Voorhuid	Prépuce
Bondi Beach	Plage de Bondi
Swartkwasmuishond	Mangouste rouge
Firlus	Firlus
Rostratula	Rostratula
Aquifoliaceae	Aquifoliaceae
De Panne	La Panne
Kazuhisa Kono	Kazuhisa Kono
Hendrik VII van Engeland	Henri VII (roi d'Angleterre)
Nasionale Etoshawildtuin	Parc national d'Etosha
Cheilodactylidae	Cheilodactylidae
Maroela	Marula
Reuse-ooruil	Grand-duc de Verreaux
Afrikaanse oewerswael	Hirondelle paludicole
Hebei Yster en Staal	Hebei Iron and Steel
Aarlen	Arlon
Tauris-paleis	Palais de Tauride
Stratford, Londen	Stratford (Londres)
Machu Picchu	Machu Picchu
Asiatiese glasvisse	Ambassidae
Joe Pietersen	Joe Pietersen
Leontopolis	Léontopolis
Daisy de Melker	Daisy de Melker
Universiteit van Suid-Afrika	Université d'Afrique du Sud
Laat-Devoon-uitwissing	Extinction du Dévonien
Akinori Nishizawa	Akinori Nishizawa
Basisinkomste	Revenu de base
Geskiedenis van die Kaapkolonie	Histoire de la Colonie du Cap
Bruinkeelwewer	Tisserin à gorge brune
Aleksander van Twer	Alexandre II de Vladimir
Klooster Reichenau	Abbaye de Reichenau
Amber (kleur)	Ambre (couleur)
Hiponiem	Hyponymie
LGBT-regte in Oostenryk	Droits LGBT en Autriche
Baelen	Baelen
European Graduate School	European Graduate School
Horst, Gelderland	Horst (Gueldre)
Cantal (kaas)	Cantal (fromage)
Müller-Thurgau	Muller-thurgau
Hansie Cronjé	Hansie Cronje
Vrede van Münster	Traité de Münster (janvier 1648)
Teisendorf	Teisendorf
Aardmassa	Masse de la Terre
Sweeds-Pommere	Poméranie suédoise
Stelselingenieurswese	Ingénierie des systèmes
Transport for London	Transport for London
Bucchero	Bucchero
Humanae Vitae	Humanae vitae
Geelblom-bloudissel	Argémone mexicaine
Heideroosjes	Heideroosjes
63ste Golden Globe-toekenningsaand	63e cérémonie des Golden Globes
30ste Oscar-toekenningsaand	30e cérémonie des Oscars
Lys van kardinale aangestel deur Pous Pius X	Liste des cardinaux créés par Pie X
Digital Combat Simulator	Digital Combat Simulator
LGBT-regte in Switserland	Droits LGBT en Suisse
Lichtenvoorde	Lichtenvoorde
Bromvoël	Bucorve du Sud
Wrocławki	Wrocławki
Dahsjoer	Dahchour
Voëlkyk	Observation ornithologique
Pronolagus	Pronolagus
FIFA Sokker-Konfederasiebeker in 1999	Coupe des confédérations 1999
Alfa Laval	Alfa Laval
Bloukoningvis	Carangoides ferdau
Gompou	Outarde kori
Rooibekpylstert	Phaéton à bec rouge
Munchkin	Munchkin (chat)
Witvlerkkiewiet	Vanneau à ailes blanches
Wordium	Wordien
Hiroshi Saeki	Hiroshi Saeki
Hertog van Boergondië	Liste des ducs de Bourgogne
Kitab-i-Aqdas	Kitāb-i Aqdas
Tête de Moine	Tête de Moine
Peristediidae	Peristediidae
Hawaiiese gans	Bernache néné
BAE Systems Hawk	BAe Hawk
Pilatus PC-7	Pilatus PC-7
Amaurornis	Amaurornis
Callionymidae	Callionymidae
Afrikanasiesbeker 2013	Coupe d'Afrique des nations de football 2013
Conti di Cavour	Conte di Cavour (cuirassé)
Suidelike geelkuifpikkewyn	Gorfou sauteur
Richemont	Richemont (entreprise)
Jacob Hermann	Jakob Hermann
Swarog	Svarog
Waterhalfrond	Hémisphère maritime
Yoshiyuki Hasegawa	Yoshiyuki Hasegawa
Kognaat	Mot apparenté
Ekonomiese streek Oeral	Région économique de l'Oural
TAM Linhas Aéreas	TAM Linhas Aéreas
Withalsvlieëvanger	Gobemouche à collier
Brandy	Brandy Norwood
Faun (musiekgroep)	Faun
Turonium	Turonien
Renkum	Renkum
Haren	Haren (Groningue)
Sluiter (fotografie)	Obturateur
Arne Dahl	Arne Dahl
NSU Ro 80	NSU Ro 80
Paaltjiewagter	Gardien de guichet
Viktoria Aschaffenburg	SV Viktoria Aschaffenbourg
VfR Aalen	VfR Aalen
TuRU Düsseldorf	TuRU Düsseldorf
Revolverheld	Revolverheld
SV Elversberg	SV Elversberg
Hegau	Hegau
Rumpt	Rumpt
Cido Arena	Cido arena
Vlag van Nieu-Kaledonië	Drapeaux de la Nouvelle-Calédonie
Lutheran Church - Missouri Synod	Église luthérienne - Synode du Missouri
1. FC Eintracht Bamberg	1. FC Eintracht Bamberg
Ortodokse Kerk in Amerika	Église orthodoxe en Amérique
FC Gütersloh 2000	FC Gütersloh
Namas	Nama (peuple)
Seilvis	Voilier de l'Indo-Pacifique
Gettysburg	Gettysburg (Pennsylvanie)
Witborsspreeu	Spréo améthyste
Ethiopiese Lugdiens Vlug 409	Vol 409 Ethiopian Airlines
August Rush	August Rush
Lanaken	Lanaken
The Parlotones	The Parlotones
The Dodos	The Dodos
Isfara	Isfara
Brocéliande (rolprent)	Brocéliande (film)
TP Mazembe	Tout Puissant Mazembe
Stompkophaai	Requin-corail
Onhaye	Onhaye
Ham	Ham (Belgique)
Duitse nasionale rugbyspan	Équipe d'Allemagne de rugby à XV
College Station	College Station
Swartvlerksprinkaanvoël	Glaréole à ailes noires
Georgetown, Ascension	Georgetown (Ascension)
Baksteengotiek	Gothique de brique
Nanao	Nanao
Oranjelyster	Grive de Gurney
HAPAG	Hamburg America Line
Wachtebeke	Wachtebeke
Herk-de-Stad	Herck-la-Ville
As	As (Belgique)
Nieuwerkerken	Nieuwerkerken (Limbourg)
Volkswagen Jetta	Volkswagen Jetta
LGBT-regte in Duitsland	Droits LGBT en Allemagne
Liezen	Liezen
Polizeiruf 110	Polizeiruf 110
Huis van Liechtenstein	Maison de Liechtenstein
Arp 220	Arp 220
Arp 272	Arp 272
Slag van Mars-la-Tour	Bataille de Mars-la-Tour
Ian Hamilton	Ian Standish Monteith Hamilton
Paralimpiese Winterspele 1984	Jeux paralympiques d'hiver de 1984
Paralimpiese Winterspele 1988	Jeux paralympiques d'hiver de 1988
Groß-Friedrichsburg	Côte-de-l'Or prussienne
Swartwoud-ham	Jambon de la Forêt-Noire
VFC Plauen	VFC Plauen
Ludwig Persius	Ludwig Persius
Bevrediging van Gent	Pacification de Gand
Selfstandige Evangelies-Lutherse Kerk	Église évangélique luthérienne indépendante
Wielbark-beskawing	Culture de Wielbark
TSV Schwieberdingen	TSV Schwieberdingen
Rehoboth	Rehoboth (Namibie)
FK 03 Pirmasens	FK 03 Pirmasens
Tegel	Berlin-Tegel
Hohentwiel	Hohentwiel
Hammershus	Hammershus
Stalag Luft III	Stalag Luft III
SSV Ulm 1846	SSV Ulm 1846
Kaiserstuhl	Kaiserstuhl
Glock GmbH	Glock
RB Leipzig	RB Leipzig
Marzahn	Berlin-Marzahn
Nikolaiviertel	Nikolaiviertel
Baleariese pylstormvoël	Puffin des Baléares
Werner Bergengruen	Werner Bergengruen
Stefan–Boltzmann	Loi de Stefan-Boltzmann
Middelduits	Moyen allemand
Suidwes-Afrika-veldtog	Campagne d'Afrique du Sud-Ouest
Gutland	Gutland
Derde Straat van Taiwan-krisis	Troisième crise du détroit de Taïwan
Hendrik Witbooi	Hendrik Witbooi
Oos-Afrika-veldtog	Campagne d'Afrique de l'Est (Première Guerre mondiale)
Studio Babelsberg	Studios de Babelsberg
S-Bahn Frankfurt	S-Bahn Rhin-Main
Rynhesse	Hesse rhénane
Żydowski Związek Wojskowy	ŻZW
Cartoon Network	Cartoon Network
Arthur Newton	Arthur Newton
Arthur, Prins van Wallis	Arthur Tudor
De facto	De facto
Vierkante kilometer	Kilomètre carré
Lys van lande volgens bevolking	Liste des pays par population
Orgaan	Organe
Lys van nasionale leuses	Liste des devises nationales
